match_date,tournament,tour,surface,indoor,round,player_1,player_2,rank_p1,rank_p2,p1_win,winner_name,loser_name,set_scores,odds_p1,odds_p2,p1_serve_points_won_pct,p2_serve_points_won_pct,p1_return_points_won_pct,p2_return_points_won_pct,p1_hold_pct,p2_hold_pct,p1_break_pct,p2_break_pct,tournament_tier,total_games,game_margin
2024-07-31,Tourney_6,WTA,Clay,0,QF,WTA_Player_12,WTA_Player_13,95,69,0,WTA_Player_13,WTA_Player_12,6-4 3-6 6-3,2.635,1.784,0.604,0.603,0.373,0.364,0.888,0.864,0.172,0.341,4,20.1,-0.4
2024-08-03,Tourney_7,WTA,Grass,0,QF,WTA_Player_3,WTA_Player_10,65,59,0,WTA_Player_10,WTA_Player_3,6-4 3-6 6-3,2.228,2.036,0.693,0.617,0.343,0.366,0.787,0.894,0.337,0.261,4,21.5,-6.7
2024-08-06,Tourney_3,WTA,Hard,1,F,WTA_Player_2,WTA_Player_8,35,46,1,WTA_Player_2,WTA_Player_8,6-4 3-6 6-3,1.966,2.319,0.717,0.695,0.379,0.366,0.895,0.688,0.249,0.333,3,20.7,3.0
2024-08-09,Tourney_5,ATP,Grass,1,QF,ATP_Player_11,ATP_Player_7,65,68,1,ATP_Player_11,ATP_Player_7,6-4 3-6 6-3,2.081,2.177,0.664,0.613,0.399,0.326,0.76,0.884,0.155,0.14,2,23.2,1.2
2024-08-12,Tourney_3,ATP,Clay,0,QF,ATP_Player_13,ATP_Player_2,51,26,0,ATP_Player_2,ATP_Player_13,6-4 3-6 6-3,2.612,1.795,0.617,0.603,0.325,0.376,0.775,0.858,0.126,0.228,2,22.8,-1.6
2024-08-15,Tourney_1,ATP,Grass,1,F,ATP_Player_5,ATP_Player_2,8,25,0,ATP_Player_2,ATP_Player_5,6-4 3-6 6-3,1.888,2.437,0.617,0.59,0.363,0.354,0.793,0.797,0.186,0.137,3,23.2,-1.1
2024-08-18,Tourney_5,ATP,Hard,0,SF,ATP_Player_12,ATP_Player_20,37,48,1,ATP_Player_12,ATP_Player_20,6-4 3-6 6-3,1.966,2.319,0.68,0.715,0.343,0.415,0.689,0.87,0.243,0.299,2,21.5,-1.5
2024-08-21,Tourney_3,WTA,Hard,0,F,WTA_Player_13,WTA_Player_16,79,80,1,WTA_Player_13,WTA_Player_16,6-4 3-6 6-3,2.112,2.144,0.665,0.701,0.365,0.338,0.837,0.831,0.225,0.283,1,22.8,7.1
2024-08-24,Tourney_5,WTA,Grass,0,SF,WTA_Player_3,WTA_Player_13,44,114,1,WTA_Player_3,WTA_Player_13,6-4 3-6 6-3,1.436,4.104,0.644,0.588,0.364,0.431,0.835,0.772,0.292,0.254,1,25.0,4.2
2024-08-27,Tourney_1,WTA,Hard,1,QF,WTA_Player_13,WTA_Player_2,83,98,1,WTA_Player_13,WTA_Player_2,6-4 3-6 6-3,1.913,2.396,0.689,0.619,0.409,0.359,0.857,0.694,0.206,0.183,4,19.8,3.2
2024-08-30,Tourney_3,WTA,Grass,0,SF,WTA_Player_9,WTA_Player_19,118,78,1,WTA_Player_9,WTA_Player_19,6-4 3-6 6-3,3.002,1.648,0.64,0.717,0.415,0.417,0.858,0.702,0.276,0.221,2,28.4,2.5
2024-09-02,Tourney_6,WTA,Clay,0,R32,WTA_Player_6,WTA_Player_5,101,105,0,WTA_Player_5,WTA_Player_6,6-4 3-6 6-3,2.066,2.193,0.608,0.698,0.346,0.413,0.714,0.862,0.265,0.245,2,17.6,3.4
2024-09-05,Tourney_8,WTA,Grass,1,QF,WTA_Player_14,WTA_Player_9,4,47,0,WTA_Player_9,WTA_Player_14,6-4 3-6 6-3,1.622,3.091,0.583,0.653,0.441,0.417,0.845,0.839,0.127,0.247,2,22.4,3.1
2024-09-08,Tourney_1,WTA,Grass,1,R32,WTA_Player_17,WTA_Player_10,27,28,0,WTA_Player_10,WTA_Player_17,6-4 3-6 6-3,2.112,2.144,0.675,0.702,0.414,0.435,0.848,0.891,0.303,0.261,3,14.1,2.1
2024-09-11,Tourney_3,WTA,Grass,0,SF,WTA_Player_5,WTA_Player_14,64,83,0,WTA_Player_14,WTA_Player_5,6-4 3-6 6-3,1.864,2.478,0.687,0.645,0.336,0.373,0.794,0.711,0.239,0.323,3,21.2,-1.2
2024-09-14,Tourney_7,ATP,Clay,1,QF,ATP_Player_16,ATP_Player_19,20,101,0,ATP_Player_19,ATP_Player_16,6-4 3-6 6-3,1.379,4.649,0.679,0.625,0.335,0.45,0.896,0.716,0.298,0.326,3,24.1,-0.6
2024-09-17,Tourney_3,ATP,Hard,0,F,ATP_Player_19,ATP_Player_18,58,14,0,ATP_Player_18,ATP_Player_19,6-4 3-6 6-3,3.122,1.614,0.711,0.654,0.41,0.39,0.769,0.798,0.136,0.213,4,27.3,-0.6
2024-09-20,Tourney_4,ATP,Grass,0,SF,ATP_Player_16,ATP_Player_8,23,107,1,ATP_Player_16,ATP_Player_8,6-4 3-6 6-3,1.366,4.814,0.691,0.615,0.437,0.407,0.864,0.855,0.178,0.305,2,21.0,2.8
2024-09-23,Tourney_4,WTA,Clay,0,QF,WTA_Player_20,WTA_Player_17,4,109,1,WTA_Player_20,WTA_Player_17,6-4 3-6 6-3,1.284,6.203,0.632,0.687,0.329,0.416,0.786,0.764,0.174,0.29,3,23.6,-0.5
2024-09-26,Tourney_3,ATP,Clay,0,SF,ATP_Player_8,ATP_Player_6,52,9,0,ATP_Player_6,ATP_Player_8,6-4 3-6 6-3,3.091,1.622,0.616,0.582,0.327,0.392,0.841,0.857,0.148,0.181,1,20.5,0.2
2024-09-29,Tourney_1,WTA,Grass,0,R32,WTA_Player_14,WTA_Player_13,66,33,1,WTA_Player_14,WTA_Player_13,6-4 3-6 6-3,2.809,1.712,0.645,0.704,0.418,0.366,0.846,0.796,0.243,0.226,4,28.5,-0.3
2024-10-02,Tourney_6,WTA,Hard,0,QF,WTA_Player_16,WTA_Player_18,90,69,0,WTA_Player_18,WTA_Player_16,6-4 3-6 6-3,2.522,1.84,0.687,0.68,0.422,0.412,0.699,0.74,0.211,0.27,1,28.1,-1.6
2024-10-05,Tourney_1,ATP,Grass,0,SF,ATP_Player_7,ATP_Player_16,19,24,1,ATP_Player_7,ATP_Player_16,6-4 3-6 6-3,2.051,2.211,0.605,0.683,0.45,0.394,0.684,0.825,0.225,0.154,4,20.1,-2.2
2024-10-08,Tourney_5,WTA,Clay,0,QF,WTA_Player_3,WTA_Player_16,91,51,0,WTA_Player_16,WTA_Player_3,6-4 3-6 6-3,3.002,1.648,0.59,0.696,0.4,0.403,0.824,0.704,0.252,0.243,4,22.4,0.3
2024-10-11,Tourney_2,ATP,Hard,0,QF,ATP_Player_17,ATP_Player_5,38,67,1,ATP_Player_17,ATP_Player_5,6-4 3-6 6-3,1.752,2.707,0.647,0.683,0.409,0.45,0.743,0.852,0.252,0.159,4,26.8,-3.7
2024-10-14,Tourney_7,ATP,Grass,0,SF,ATP_Player_1,ATP_Player_3,34,25,0,ATP_Player_3,ATP_Player_1,6-4 3-6 6-3,2.281,1.993,0.649,0.713,0.377,0.409,0.704,0.764,0.234,0.193,4,17.0,-3.2
2024-10-17,Tourney_8,WTA,Clay,0,F,WTA_Player_8,WTA_Player_5,112,17,0,WTA_Player_5,WTA_Player_8,6-4 3-6 6-3,5.487,1.32,0.699,0.653,0.376,0.349,0.719,0.859,0.321,0.278,3,14.0,1.0
2024-10-20,Tourney_2,ATP,Clay,0,F,ATP_Player_6,ATP_Player_5,95,3,0,ATP_Player_5,ATP_Player_6,6-4 3-6 6-3,5.292,1.331,0.648,0.634,0.428,0.355,0.707,0.864,0.138,0.217,1,15.3,0.5
2024-10-23,Tourney_8,WTA,Clay,0,SF,WTA_Player_2,WTA_Player_5,73,33,0,WTA_Player_5,WTA_Player_2,6-4 3-6 6-3,3.002,1.648,0.649,0.702,0.326,0.339,0.773,0.719,0.228,0.275,4,16.3,2.2
2024-10-26,Tourney_3,WTA,Grass,0,SF,WTA_Player_6,WTA_Player_5,47,95,0,WTA_Player_5,WTA_Player_6,6-4 3-6 6-3,1.582,3.249,0.708,0.693,0.426,0.447,0.757,0.748,0.166,0.235,4,20.5,1.0
2024-10-29,Tourney_8,ATP,Grass,0,R16,ATP_Player_8,ATP_Player_14,53,46,0,ATP_Player_14,ATP_Player_8,6-4 3-6 6-3,2.245,2.022,0.657,0.588,0.322,0.41,0.893,0.76,0.219,0.147,3,22.2,6.8
2024-11-01,Tourney_3,WTA,Grass,0,R32,WTA_Player_3,WTA_Player_16,3,88,1,WTA_Player_3,WTA_Player_16,6-4 3-6 6-3,1.361,4.871,0.693,0.616,0.398,0.449,0.87,0.825,0.121,0.214,3,17.9,-2.6
2024-11-04,Tourney_1,ATP,Clay,0,SF,ATP_Player_5,ATP_Player_4,16,107,0,ATP_Player_4,ATP_Player_5,6-4 3-6 6-3,1.336,5.229,0.66,0.634,0.347,0.35,0.866,0.862,0.201,0.147,4,23.3,2.1
2024-11-07,Tourney_4,WTA,Grass,0,QF,WTA_Player_15,WTA_Player_12,57,84,0,WTA_Player_12,WTA_Player_15,6-4 3-6 6-3,1.773,2.659,0.71,0.703,0.425,0.358,0.814,0.803,0.164,0.147,1,25.0,7.0
2024-11-10,Tourney_1,WTA,Grass,0,F,WTA_Player_14,WTA_Player_10,110,66,0,WTA_Player_10,WTA_Player_14,6-4 3-6 6-3,3.122,1.614,0.712,0.6,0.365,0.354,0.691,0.689,0.295,0.211,2,17.9,-5.7
2024-11-13,Tourney_2,ATP,Grass,0,R16,ATP_Player_18,ATP_Player_15,110,52,0,ATP_Player_15,ATP_Player_18,6-4 3-6 6-3,3.603,1.51,0.701,0.619,0.374,0.347,0.783,0.785,0.186,0.306,3,24.9,3.6
2024-11-16,Tourney_3,WTA,Clay,0,R16,WTA_Player_20,WTA_Player_3,72,98,1,WTA_Player_20,WTA_Player_3,6-4 3-6 6-3,1.784,2.635,0.632,0.713,0.409,0.429,0.713,0.856,0.333,0.291,3,21.3,-0.4
2024-11-19,Tourney_8,ATP,Hard,0,F,ATP_Player_6,ATP_Player_20,95,105,0,ATP_Player_20,ATP_Player_6,6-4 3-6 6-3,1.979,2.3,0.663,0.596,0.441,0.374,0.881,0.875,0.237,0.285,3,21.4,-4.0
2024-11-22,Tourney_3,ATP,Grass,0,R16,ATP_Player_18,ATP_Player_1,119,110,1,ATP_Player_18,ATP_Player_1,6-4 3-6 6-3,2.281,1.993,0.693,0.629,0.358,0.385,0.753,0.862,0.344,0.323,3,23.6,5.7
2024-11-25,Tourney_7,WTA,Hard,0,R32,WTA_Player_3,WTA_Player_10,86,106,1,WTA_Player_3,WTA_Player_10,6-4 3-6 6-3,1.852,2.5,0.653,0.639,0.356,0.433,0.711,0.766,0.175,0.338,3,14.1,-0.8
2024-11-28,Tourney_3,ATP,Hard,1,SF,ATP_Player_19,ATP_Player_10,120,58,0,ATP_Player_10,ATP_Player_19,6-4 3-6 6-3,3.76,1.484,0.682,0.679,0.385,0.371,0.732,0.843,0.293,0.122,2,16.5,-0.9
2024-12-01,Tourney_4,WTA,Hard,0,R32,WTA_Player_7,WTA_Player_6,1,41,1,WTA_Player_7,WTA_Player_6,6-4 3-6 6-3,1.648,3.002,0.667,0.692,0.42,0.405,0.814,0.78,0.303,0.346,4,15.0,3.2
2024-12-04,Tourney_1,WTA,Clay,0,R16,WTA_Player_13,WTA_Player_12,107,89,1,WTA_Player_13,WTA_Player_12,6-4 3-6 6-3,2.457,1.876,0.641,0.606,0.363,0.321,0.815,0.761,0.244,0.211,3,22.9,0.4
2024-12-07,Tourney_7,WTA,Hard,0,SF,WTA_Player_5,WTA_Player_19,56,34,1,WTA_Player_5,WTA_Player_19,6-4 3-6 6-3,2.544,1.829,0.658,0.686,0.385,0.432,0.851,0.779,0.283,0.285,1,22.1,-4.0
2024-12-10,Tourney_8,ATP,Clay,0,R32,ATP_Player_8,ATP_Player_11,72,35,0,ATP_Player_11,ATP_Player_8,6-4 3-6 6-3,2.917,1.675,0.61,0.714,0.367,0.396,0.696,0.773,0.163,0.24,2,27.1,-6.9
2024-12-13,Tourney_4,WTA,Grass,0,R32,WTA_Player_14,WTA_Player_3,77,39,1,WTA_Player_14,WTA_Player_3,6-4 3-6 6-3,2.945,1.665,0.695,0.695,0.383,0.417,0.735,0.821,0.145,0.27,4,18.6,-2.5
2024-12-16,Tourney_2,WTA,Clay,0,SF,WTA_Player_3,WTA_Player_11,94,112,1,WTA_Player_3,WTA_Player_11,6-4 3-6 6-3,1.876,2.457,0.64,0.67,0.403,0.364,0.893,0.824,0.277,0.324,1,25.5,2.1
2024-12-19,Tourney_6,ATP,Grass,0,SF,ATP_Player_16,ATP_Player_7,4,106,1,ATP_Player_16,ATP_Player_7,6-4 3-6 6-3,1.294,5.977,0.595,0.651,0.433,0.384,0.702,0.845,0.233,0.127,1,19.1,1.8
2024-12-22,Tourney_8,WTA,Clay,0,R16,WTA_Player_20,WTA_Player_19,73,38,1,WTA_Player_20,WTA_Player_19,6-4 3-6 6-3,2.862,1.693,0.676,0.611,0.435,0.356,0.789,0.826,0.243,0.244,1,24.5,-6.3
2024-12-25,Tourney_2,WTA,Clay,0,QF,WTA_Player_9,WTA_Player_5,39,11,0,WTA_Player_5,WTA_Player_9,6-4 3-6 6-3,2.683,1.763,0.7,0.675,0.348,0.408,0.792,0.881,0.199,0.271,1,19.3,-2.0
2024-12-28,Tourney_3,ATP,Clay,0,R32,ATP_Player_19,ATP_Player_12,25,101,1,ATP_Player_19,ATP_Player_12,6-4 3-6 6-3,1.404,4.39,0.682,0.633,0.428,0.382,0.823,0.755,0.157,0.206,2,22.0,-2.8
2024-12-31,Tourney_5,ATP,Grass,0,SF,ATP_Player_8,ATP_Player_17,87,119,1,ATP_Player_8,ATP_Player_17,6-4 3-6 6-3,1.722,2.783,0.707,0.678,0.392,0.327,0.7,0.767,0.297,0.301,1,27.9,2.3
2025-01-03,Tourney_4,ATP,Clay,0,QF,ATP_Player_10,ATP_Player_1,21,96,0,ATP_Player_1,ATP_Player_10,6-4 3-6 6-3,1.409,4.341,0.719,0.596,0.359,0.368,0.703,0.762,0.327,0.232,2,25.7,-4.3
2025-01-06,Tourney_5,WTA,Grass,0,R32,WTA_Player_3,WTA_Player_9,90,15,0,WTA_Player_9,WTA_Player_3,6-4 3-6 6-3,4.341,1.409,0.581,0.688,0.323,0.365,0.787,0.818,0.281,0.344,2,18.8,-4.7
2025-01-09,Tourney_2,ATP,Grass,1,SF,ATP_Player_4,ATP_Player_10,63,60,1,ATP_Player_4,ATP_Player_10,6-4 3-6 6-3,2.177,2.081,0.67,0.588,0.39,0.358,0.855,0.722,0.215,0.194,4,24.3,-7.7
2025-01-12,Tourney_3,ATP,Grass,1,QF,ATP_Player_7,ATP_Player_12,95,9,1,ATP_Player_7,ATP_Player_12,6-4 3-6 6-3,4.928,1.357,0.705,0.598,0.332,0.392,0.821,0.797,0.296,0.232,4,21.2,-5.2
2025-01-15,Tourney_6,WTA,Grass,0,QF,WTA_Player_19,WTA_Player_6,105,36,0,WTA_Player_6,WTA_Player_19,6-4 3-6 6-3,4.059,1.442,0.656,0.685,0.399,0.358,0.828,0.835,0.143,0.156,2,18.6,-4.5
2025-01-18,Tourney_1,WTA,Grass,1,QF,WTA_Player_8,WTA_Player_19,8,37,1,WTA_Player_8,WTA_Player_19,6-4 3-6 6-3,1.752,2.707,0.7,0.608,0.366,0.375,0.755,0.897,0.332,0.125,2,20.6,-0.3
2025-01-21,Tourney_5,ATP,Hard,0,F,ATP_Player_14,ATP_Player_2,95,9,0,ATP_Player_2,ATP_Player_14,6-4 3-6 6-3,4.928,1.357,0.637,0.593,0.405,0.404,0.809,0.792,0.157,0.151,3,22.7,-0.4
2025-01-24,Tourney_4,ATP,Grass,1,R16,ATP_Player_8,ATP_Player_16,37,30,0,ATP_Player_16,ATP_Player_8,6-4 3-6 6-3,2.245,2.022,0.64,0.706,0.438,0.362,0.839,0.754,0.146,0.165,3,19.5,-0.5
2025-01-27,Tourney_1,WTA,Grass,1,R16,WTA_Player_7,WTA_Player_11,82,67,0,WTA_Player_11,WTA_Player_7,6-4 3-6 6-3,2.396,1.913,0.627,0.607,0.34,0.359,0.809,0.705,0.257,0.136,4,23.5,-1.6
2025-01-30,Tourney_5,ATP,Clay,0,R32,ATP_Player_1,ATP_Player_11,51,114,1,ATP_Player_1,ATP_Player_11,6-4 3-6 6-3,1.477,3.801,0.69,0.623,0.341,0.362,0.68,0.746,0.185,0.226,2,17.9,7.2
2025-02-02,Tourney_4,WTA,Hard,0,R16,WTA_Player_6,WTA_Player_3,79,97,0,WTA_Player_3,WTA_Player_6,6-4 3-6 6-3,1.876,2.457,0.64,0.629,0.338,0.372,0.895,0.727,0.224,0.148,1,24.7,-1.7
2025-02-05,Tourney_1,WTA,Clay,0,R16,WTA_Player_17,WTA_Player_14,90,3,0,WTA_Player_14,WTA_Player_17,6-4 3-6 6-3,4.987,1.352,0.588,0.628,0.425,0.401,0.681,0.821,0.258,0.148,1,20.3,-4.0
2025-02-08,Tourney_5,WTA,Clay,0,SF,WTA_Player_4,WTA_Player_9,51,118,1,WTA_Player_4,WTA_Player_9,6-4 3-6 6-3,1.453,3.97,0.685,0.7,0.429,0.391,0.838,0.73,0.158,0.229,4,17.2,10.5
2025-02-11,Tourney_1,ATP,Hard,1,R32,ATP_Player_20,ATP_Player_17,41,30,1,ATP_Player_20,ATP_Player_17,6-4 3-6 6-3,2.319,1.966,0.59,0.711,0.32,0.328,0.884,0.744,0.154,0.238,1,18.6,-4.2
2025-02-14,Tourney_2,WTA,Hard,1,QF,WTA_Player_2,WTA_Player_6,10,47,1,WTA_Player_2,WTA_Player_6,6-4 3-6 6-3,1.675,2.917,0.597,0.613,0.393,0.321,0.808,0.835,0.16,0.257,1,23.4,0.1
2025-02-17,Tourney_7,WTA,Hard,0,QF,WTA_Player_1,WTA_Player_19,82,4,0,WTA_Player_19,WTA_Player_1,6-4 3-6 6-3,4.491,1.394,0.697,0.609,0.388,0.363,0.747,0.837,0.213,0.31,4,26.4,-1.2
2025-02-20,Tourney_1,ATP,Grass,0,QF,ATP_Player_10,ATP_Player_2,97,60,0,ATP_Player_2,ATP_Player_10,6-4 3-6 6-3,2.917,1.675,0.646,0.628,0.439,0.33,0.695,0.863,0.25,0.348,2,18.1,3.8
2025-02-23,Tourney_4,WTA,Grass,0,F,WTA_Player_9,WTA_Player_13,8,103,1,WTA_Player_9,WTA_Player_13,6-4 3-6 6-3,1.32,5.487,0.691,0.59,0.378,0.324,0.717,0.833,0.264,0.131,2,25.0,1.9
2025-02-26,Tourney_8,ATP,Grass,0,R32,ATP_Player_2,ATP_Player_10,49,116,1,ATP_Player_2,ATP_Player_10,6-4 3-6 6-3,1.453,3.97,0.6,0.685,0.343,0.374,0.773,0.766,0.308,0.239,3,22.1,5.9
2025-03-01,Tourney_5,ATP,Hard,0,R16,ATP_Player_5,ATP_Player_14,35,17,0,ATP_Player_14,ATP_Player_5,6-4 3-6 6-3,2.457,1.876,0.716,0.706,0.405,0.337,0.89,0.746,0.196,0.198,4,24.1,-1.3
2025-03-04,Tourney_6,ATP,Grass,0,F,ATP_Player_12,ATP_Player_4,120,116,1,ATP_Player_12,ATP_Player_4,6-4 3-6 6-3,2.193,2.066,0.595,0.697,0.392,0.37,0.829,0.756,0.13,0.199,3,21.3,4.1
2025-03-07,Tourney_7,ATP,Hard,0,QF,ATP_Player_6,ATP_Player_7,60,117,1,ATP_Player_6,ATP_Player_7,6-4 3-6 6-3,1.516,3.565,0.634,0.68,0.328,0.322,0.836,0.815,0.176,0.307,4,21.0,-4.0
2025-03-10,Tourney_6,WTA,Grass,0,R16,WTA_Player_20,WTA_Player_12,99,8,0,WTA_Player_12,WTA_Player_20,6-4 3-6 6-3,5.229,1.336,0.668,0.611,0.421,0.332,0.7,0.854,0.297,0.178,2,19.5,5.2
2025-03-13,Tourney_8,WTA,Grass,1,SF,WTA_Player_11,WTA_Player_20,24,52,1,WTA_Player_11,WTA_Player_20,6-4 3-6 6-3,1.763,2.683,0.614,0.687,0.331,0.343,0.85,0.787,0.17,0.293,3,16.7,3.5
2025-03-16,Tourney_3,WTA,Grass,1,F,WTA_Player_16,WTA_Player_7,69,111,0,WTA_Player_7,WTA_Player_16,6-4 3-6 6-3,1.63,3.061,0.593,0.651,0.419,0.36,0.687,0.811,0.32,0.266,2,21.7,-2.0
2025-03-19,Tourney_3,ATP,Clay,0,QF,ATP_Player_17,ATP_Player_12,75,90,1,ATP_Player_17,ATP_Player_12,6-4 3-6 6-3,1.913,2.396,0.686,0.713,0.343,0.383,0.708,0.837,0.189,0.245,1,19.5,6.2
2025-03-22,Tourney_5,ATP,Hard,0,QF,ATP_Player_9,ATP_Player_4,46,39,0,ATP_Player_4,ATP_Player_9,6-4 3-6 6-3,2.245,2.022,0.698,0.621,0.435,0.389,0.724,0.848,0.124,0.307,1,17.5,-8.4
2025-03-25,Tourney_8,WTA,Clay,0,R32,WTA_Player_5,WTA_Player_20,22,65,0,WTA_Player_20,WTA_Player_5,6-4 3-6 6-3,1.622,3.091,0.645,0.633,0.397,0.323,0.878,0.776,0.245,0.28,3,14.6,2.0
2025-03-28,Tourney_6,ATP,Clay,0,R32,ATP_Player_17,ATP_Player_16,6,113,1,ATP_Player_17,ATP_Player_16,6-4 3-6 6-3,1.278,6.359,0.592,0.601,0.396,0.416,0.821,0.685,0.222,0.146,3,25.2,-0.6
2025-03-31,Tourney_2,ATP,Clay,1,QF,ATP_Player_1,ATP_Player_18,96,59,0,ATP_Player_18,ATP_Player_1,6-4 3-6 6-3,2.917,1.675,0.584,0.622,0.326,0.377,0.823,0.808,0.211,0.202,3,23.1,1.1
2025-04-03,Tourney_3,WTA,Hard,0,F,WTA_Player_16,WTA_Player_20,6,50,1,WTA_Player_16,WTA_Player_20,6-4 3-6 6-3,1.614,3.122,0.651,0.614,0.362,0.401,0.76,0.783,0.163,0.341,3,19.9,5.0
2025-04-06,Tourney_1,ATP,Grass,0,F,ATP_Player_17,ATP_Player_8,32,87,1,ATP_Player_17,ATP_Player_8,6-4 3-6 6-3,1.53,3.491,0.676,0.616,0.348,0.345,0.815,0.698,0.313,0.282,3,23.3,-0.9
2025-04-09,Tourney_6,WTA,Clay,0,QF,WTA_Player_2,WTA_Player_18,53,56,1,WTA_Player_2,WTA_Player_18,6-4 3-6 6-3,2.081,2.177,0.643,0.66,0.367,0.349,0.682,0.703,0.294,0.158,4,23.7,3.9
2025-04-12,Tourney_6,ATP,Hard,1,F,ATP_Player_6,ATP_Player_8,50,59,0,ATP_Player_8,ATP_Player_6,6-4 3-6 6-3,1.993,2.281,0.658,0.61,0.34,0.342,0.801,0.748,0.202,0.205,2,19.7,-4.1
2025-04-15,Tourney_4,WTA,Clay,0,SF,WTA_Player_16,WTA_Player_3,19,66,0,WTA_Player_3,WTA_Player_16,6-4 3-6 6-3,1.589,3.217,0.65,0.61,0.348,0.376,0.878,0.717,0.304,0.341,3,21.4,6.9
2025-04-18,Tourney_3,ATP,Hard,0,QF,ATP_Player_5,ATP_Player_6,60,55,0,ATP_Player_6,ATP_Player_5,6-4 3-6 6-3,2.211,2.051,0.643,0.582,0.337,0.337,0.774,0.71,0.139,0.211,2,22.1,-0.2
2025-04-21,Tourney_5,ATP,Clay,0,F,ATP_Player_9,ATP_Player_2,116,62,0,ATP_Player_2,ATP_Player_9,6-4 3-6 6-3,3.455,1.537,0.637,0.635,0.329,0.398,0.706,0.786,0.291,0.217,3,25.1,2.0
2025-04-24,Tourney_1,WTA,Hard,0,QF,WTA_Player_19,WTA_Player_12,21,115,1,WTA_Player_19,WTA_Player_12,6-4 3-6 6-3,1.324,5.421,0.679,0.599,0.349,0.349,0.876,0.821,0.234,0.251,1,22.9,3.0
2025-04-27,Tourney_1,WTA,Hard,0,R32,WTA_Player_11,WTA_Player_7,62,11,0,WTA_Player_7,WTA_Player_11,6-4 3-6 6-3,3.35,1.559,0.584,0.642,0.411,0.406,0.896,0.692,0.243,0.17,1,23.0,3.6
2025-04-30,Tourney_3,WTA,Clay,0,R32,WTA_Player_3,WTA_Player_17,104,78,0,WTA_Player_17,WTA_Player_3,6-4 3-6 6-3,2.635,1.784,0.582,0.645,0.432,0.374,0.858,0.71,0.236,0.156,2,17.9,-3.2
2025-05-03,Tourney_4,WTA,Clay,0,SF,WTA_Player_3,WTA_Player_10,74,39,0,WTA_Player_10,WTA_Player_3,6-4 3-6 6-3,2.862,1.693,0.581,0.666,0.408,0.362,0.758,0.803,0.271,0.242,3,22.2,-1.3
2025-05-06,Tourney_2,ATP,Clay,0,SF,ATP_Player_19,ATP_Player_17,112,95,0,ATP_Player_17,ATP_Player_19,6-4 3-6 6-3,2.437,1.888,0.693,0.671,0.438,0.433,0.759,0.874,0.194,0.344,2,28.7,-0.8
2025-05-09,Tourney_5,WTA,Clay,0,R32,WTA_Player_3,WTA_Player_8,54,81,1,WTA_Player_3,WTA_Player_8,6-4 3-6 6-3,1.773,2.659,0.682,0.674,0.338,0.322,0.849,0.827,0.269,0.275,4,28.4,-0.1
2025-05-12,Tourney_4,WTA,Grass,0,SF,WTA_Player_9,WTA_Player_5,115,14,1,WTA_Player_9,WTA_Player_5,6-4 3-6 6-3,5.904,1.298,0.682,0.699,0.338,0.342,0.805,0.692,0.325,0.304,3,21.0,-4.9
2025-05-15,Tourney_8,ATP,Grass,0,R16,ATP_Player_13,ATP_Player_10,91,88,0,ATP_Player_10,ATP_Player_13,6-4 3-6 6-3,2.177,2.081,0.614,0.711,0.419,0.4,0.819,0.886,0.183,0.307,1,12.1,-0.2
2025-05-18,Tourney_1,ATP,Clay,0,R16,ATP_Player_9,ATP_Player_6,81,62,0,ATP_Player_6,ATP_Player_9,6-4 3-6 6-3,2.478,1.864,0.672,0.698,0.391,0.372,0.79,0.837,0.307,0.145,2,22.2,-2.7
2025-05-21,Tourney_5,ATP,Hard,0,QF,ATP_Player_4,ATP_Player_1,49,18,0,ATP_Player_1,ATP_Player_4,6-4 3-6 6-3,2.757,1.732,0.621,0.61,0.439,0.337,0.869,0.865,0.326,0.266,1,19.4,-0.5
2025-05-24,Tourney_8,ATP,Hard,1,R16,ATP_Player_14,ATP_Player_3,113,21,0,ATP_Player_3,ATP_Player_14,6-4 3-6 6-3,5.292,1.331,0.601,0.607,0.355,0.372,0.718,0.877,0.232,0.214,1,18.4,-6.1
2025-05-27,Tourney_1,ATP,Grass,0,R16,ATP_Player_3,ATP_Player_19,93,111,0,ATP_Player_19,ATP_Player_3,6-4 3-6 6-3,1.876,2.457,0.699,0.654,0.444,0.323,0.685,0.875,0.34,0.306,1,24.6,-4.0
2025-05-30,Tourney_2,WTA,Hard,0,R32,WTA_Player_7,WTA_Player_19,71,98,1,WTA_Player_7,WTA_Player_19,6-4 3-6 6-3,1.773,2.659,0.645,0.708,0.38,0.324,0.863,0.884,0.318,0.332,1,23.0,-0.8
2025-06-02,Tourney_6,ATP,Clay,0,R16,ATP_Player_19,ATP_Player_18,33,104,1,ATP_Player_19,ATP_Player_18,6-4 3-6 6-3,1.431,4.15,0.687,0.603,0.327,0.404,0.806,0.816,0.247,0.33,3,21.6,1.8
2025-06-05,Tourney_2,ATP,Clay,1,SF,ATP_Player_13,ATP_Player_17,55,116,1,ATP_Player_13,ATP_Player_17,6-4 3-6 6-3,1.49,3.72,0.647,0.593,0.326,0.343,0.845,0.745,0.193,0.285,2,30.1,-1.2
2025-06-08,Tourney_7,ATP,Grass,0,R16,ATP_Player_2,ATP_Player_12,97,62,1,ATP_Player_2,ATP_Player_12,6-4 3-6 6-3,2.862,1.693,0.614,0.6,0.376,0.44,0.86,0.713,0.24,0.233,3,23.5,-3.3
